swap_pair,swap_pair_address,liquidity_USD,token_0_symbol,token_0_address,token_0_decimals,token_0_totalSupply,token_1_symbol,token_1_address,token_1_decimals,token_1_totalSupply
Naruto-WBNB,0x160d46833132fe15cc7c2e9a03a122d9c19ed27f,92.447,Naruto,0x9722eb260e3c6d8c4aab8440780ed44826fba478,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
GUEDDY-BUSD,0x25d480711e5ec57a78137f82da95e301f0a164bf,47.779,GUEDDY,0xa593a6a46dc4290c93dc794bf069074709abeb99,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
fUSDT-BUSD,0x8d11af0fe6f13473cb6deba324d0dc4f6fe55bfb,51.461,fUSDT,0x049d68029688eabf473097a2fc38ef61633a3c7a,6,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
WBNB-IRON,0x629dff265ca025de86e085cdf1e948899694b45d,46.995,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,IRON,0xd0ae94a1ac31f0b772d0e12c7106b99ffea3c05c,18,18792
CTK-WBNB,0xaf6642391960814369ba855e347f133bf608e97b,46.944,CTK,0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929,6,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
SMALL-WBNB,0x9ecdf7c218cd5ec8dd94ae05f975b2997cb1cd43,40.81,SMALL,0x70263bea9e202dbf263738a1b39d6baf49066d33,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-HRT,0xfa18b5b61a4f02abdc3e75c15107d359857c34ad,85.823,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,HRT,0xe1bec0562aba6534783cb477ccc43325259bd8b1,18,18792
WBNB-SONE,0x8d5179c570f0b7647e9957469cab31973560e034,45.364,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,SONE,0xe951e20be7f838f923cafd2e3c5297c6904343e3,18,18792
MOOND-BUSD,0x5e073e9c3425edaaf2c2679f7abd453e2e8ffa1f,46.83,MOOND,0x6ca5fac496bf94345958635e6e6171dfe78f36bb,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
CPT-BUSD,0x865e155c91618894465d491349d7cbd7982530c4,38.506,CPT,0xbdd8c608c19bdcfe0806c0ee1036f82d7e690250,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
DENCH-BUSD,0x612a38667934ca340f13903d5c92939ee5bd5e04,38.667,DENCH,0x62aa52175ff697989b214b298cef5053b0bfdef6,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
EKTA v2-WBNB,0x69844031653fcce61ca235fe5c71d672518f3e81,84.535,EKTA v2,0x45808ce43eb2d7685ff0242631f0feb6f3d8701a,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-CCASH,0x68bee34c2ae23d2c84342c8fc31850d7bd410d18,39.926,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,CCASH,0xcc70bca69289d63fea865d3fc942af1ab6d3f90a,3,18792
POSH-WBNB,0x45a73b1fa8858ab524223059f7618ed49a8f63d8,64.162,POSH,0x5ddde9829788af9564b762c851be61029a71fcfb,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
DUSK-WBNB,0xe74be1f4ce32672b0b891bf3b32dc5f7f764e349,27.763,DUSK,0xb2bd0749dbe21f623d9baba856d3b0f0e1bfec9c,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ALPHA-WBNB,0xffcc1111454d4a9bf9320956752e6afe40c79e23,36.384,ALPHA,0xa1faa113cbe53436df28ff0aee54275c13b40975,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
KITTY-WBNB,0x7639067e6bfe0f6d3650bffacd97346ce304fecc,51.053,KITTY,0x70f98cc678f1b7282f26acbefcd099f4e02af527,6,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-GAC,0xd47b38cbbdab14d4f2e89ad7e778eaeb37a0d3f1,77.878,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,GAC,0xda387e90b4197251d803ec26654bdd50a3247f9d,18,18792
BUSD-METH,0x640dfbb63c0bb888bd50a9d073716caab65193e4,36.922,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672,METH,0xfcb5df42e06a39e233dc707bb3a80311efd11576,18,18792
XRP-USDT,0x36969bd9a457fb19affdfa508ce6587adb25166a,36.621,XRP,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
WBNB-ZAAV,0x48e34cfcf1183439b0c1c5c06800ce5d14fe28ff,27.37,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,ZAAV,0xf81002b608f8bb5206f28118070ab3f5b0dc73ff,18,18792
BUSD-sam,0xf43dca9e38aeaea0fa1ff190f6084d89e57411d4,33.102,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672,sam,0xfb0e184e0af9e48044878740b054dfe1da725a74,18,18792
iBX-BUSD,0x0039b5e58b9f4e3083199e306f8c29e86c01904d,40.003,iBX,0xd54b7f7e907ac4a19ad456b8ac9c65bfe412f171,18,45176,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
CR-MCV003-WBNB,0xa8f16f1775d592660d183717015f6850fd122a7d,36.984,CR-MCV003,0xbb087fd8ddbff545aafe33e73ae25663e9e8a79c,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-SHRMP,0x8f34858f6288739495490114a3b18f1b69410634,30.974,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,SHRMP,0xeeeeeeee82a747508b66431cfe9443ace4e30881,18,18792
Msys-WBNB,0xa3749b9563edf726b1002aea618881c3b654d5fb,33.544,Msys,0x7d16a4a72041a7f3f1e7de1b2b6a8c7d5343e84f,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
MINU-WBNB,0x3ff5d79186dd67a3878a310ab663f5cc20a91f1c,63.396,MINU,0x53343afe6cfee17313e9d4217ef5f9176c0c198d,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
TTA-WBNB,0x6962fff412649d6a4ab6b00b9f02e4579f34cebf,56.089,TTA,0xadad0e1af24b529e416617e3304cf4e4e7b1507e,16,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-GAL,0xbe228bff606b0eb9891000dcfb50279a0e25e164,40.295,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,GAL,0xd3eb76ffb3b8b166da2343947be8891c23fe7649,3,18792
ELIA-WBNB,0x878e1ee64ff5bea1f3277661bcdde2dd63877a64,29.884,ELIA,0x9a065d2ec9afc9c9f7d12bc0fa53c402b57757fa,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-BIHS,0xbc4b5b997340b6c2b7206a59d6c9e48b84a1de04,60.636,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,BIHS,0xfb5aaf2d6a23d902605ca5c3d8a9c996c4a12722,18,18792
WBNB-METH,0xf56fbff8b5ae516ea621b072ae497cc2f784cd9f,31.836,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,METH,0xfcb5df42e06a39e233dc707bb3a80311efd11576,18,18792
Helgi-WBNB,0xe8bc1e86b208abb9a977dc79187a69e7620b14db,54.849,Helgi,0x90afe2c0fc7a97ba16e0c63f5274075b78dc186e,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
MOCCHI-WBNB,0xf5ff56d3b7e056a9700732e7aa4f4f0efb2802ed,34.424,MOCCHI,0x6c2c869944cacc9248c9bdfc865061670ecd11a7,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-GODC,0x66c5998a73abdbec0f85139385056e562b2949c8,29.433,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,GODC,0xef049b69c64dc4afdaa54b0b6d821e9e2533ccfe,18,18792
WBNB-MDT,0x4dd0a4d2726eae914b37f299496570c968ab3915,42.194,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,MDT,0xbda0717794a812a0b3207476799cbd8672067e34,1,18792
iBX2-BUSD,0x3c809c5b5abafcffacc37b80da251131f0f54731,32.541,iBX2,0xb1e08e71be083aa91b9646130ab6881b1e19397c,9,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
KKI-WBNB,0x354e178f1ad12d7900e2c5360e068ce1ddb41017,20.241,KKI,0x270522add6b1db29e3d764f3adf9c07f56e46f8e,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-SHIB2,0xabbaf1213ceadd9f4c55c79013f5cfcb9f192103,27.074,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,SHIB2,0xe34fbc52da4aa99ebe22f6a0dce53175fa161e72,18,18792
NXETH-WBNB,0x70d1b4677d02f05f8c8f8548a6ed3ba2737c3710,23.7,NXETH,0x3ff7fb4f6652570334504aec42d3f6ac30592fa7,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-xVON,0xf852b78abfae52594141e39d50c4c702bef6a661,24.41,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,xVON,0xd42220de5f5260ccc4c80fe3b08dae0968688d13,18,18792
USDT-SZKN2,0xe62769a1866246fab6cfc7c13617b94123ae923f,41.32,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,SZKN2,0x69047ae8fe8aadd37c3cd0f02322d561445781bf,18,18792
WBNB-7RL,0xa128d32f43ac413586e0374e521aeb8ca5df65ea,30.568,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,7RL,0xc8b3f558de3193e10723cbe57eac1920142121aa,18,18792
WBNB-STAND,0x176469e148b4d79ff8ea71e0052facccc2bbb96a,22.913,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,STAND,0xd52ac302aade798142c5aa11739fad4f3de39755,18,18792
ETH-ONT,0x62bafe6fd2becd6a021f3b92c66ebd844b577b69,20.549,ETH,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18,18792,ONT,0xfd7b3a77848f1c2d67e05e54d78d174a0c850335,18,18792
USSR-WBNB,0x142063042623c3e5ea784ac4a7f67d48353cd300,31.405,USSR,0x0c569fb95be2c1a1ab300e847c32b12301f647b2,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
COVT-WBNB,0xfa02f441e0acdd51cc9119c0ef747dcf34f24643,18.657,COVT,0x47afacadc6773dc4b8177bc7ac3dd96383800380,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
EOS-WBNB,0xc65eda012a83756798fb920c9e0c17d8dec73e59,19.929,EOS,0x56b6fb708fc5732dec1afc8d8556423a2edccbd6,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Msys-BUSD,0x2c35e3535e4b1a900496e833ec239ebe10faf654,19.725,Msys,0x7d16a4a72041a7f3f1e7de1b2b6a8c7d5343e84f,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
ChainCade-WBNB,0x782d2e31e264a20730f235ff86c43821c92f48a3,17.242,ChainCade,0x2ffee7b4df74f7c6508a4af4d6d91058da5420d0,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-LFI,0x6c7d2d3ca1d38a16303ff6ab5d3644660ec580c1,50.222,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,LFI,0xddc6cb1105413c411b8569cd648106328014e3eb,3,18792
WBNB-ccCLO,0x623017c1f9d57d51d31150db2c572de34c058307,20.424,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,ccCLO,0xccbf1c9e8b4f2cdf3bfba1098b8f56f97d219d53,18,18792
WDFTZ-WBNB,0x12c54d328c504e9a6b65d26ce624ffbf3bbe675d,19.319,WDFTZ,0x09c64ca3235a248cea67939fcb4f618b7b8a2cd2,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
PMON-WBNB,0xc437a0d696b230d24af463f1237173f728378634,17.783,PMON,0x1796ae0b0fa4862485106a0de9b654efe301d0b2,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FMC-WBNB,0xa97e1806ff52573f632f8e5f222a36a7ca1a2799,47.838,FMC,0x796e933cb9074d0dfe307526619e37cf131dbdbf,3,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-Excel,0xe1233d0609bd1b004d63a66a77749fca43d00bc9,24.359,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,Excel,0xdb97a4f51804c0ff7304e865580aa299d1dcf8be,13,18792
ella-USDT,0xcf4c69d686ad94741ac5746a85f506a123c9b66f,19.519,ella,0x429f49faec3d568ef83ec803e02df78e25d5ee7d,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
TAG-WBNB,0x257f7b51515ca52fe91d814ee3da3d41cf088784,19.334,TAG,0x717fb7b6d0c3d7f1421cc60260412558283a6ae5,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BLKC-WBNB,0xbc6680d11fa6949e81f3017e76ee43c7d26f5de4,17.617,BLKC,0x8626264b6a1b4e920905efd381002aba52ea0eea,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-GGX,0x6a164ae015639e8fba1ab42cb4b4a1d5565538dd,18.427,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,GGX,0xef6f325ff36f4975b0d33eca53dadb304e0290ef,2,18792
xVON-BUSD,0x1849029bcbbf0a703baa0179fc6fe7d00467eac1,17.262,xVON,0xd42220de5f5260ccc4c80fe3b08dae0968688d13,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
USDT-SUSHI,0x9d8cf1709caab62b5b6e6ce6d560c7a56e6c6bd9,30.388,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792
ANB-WBNB,0xdee0469f0debe514106cfa940f2638657a2d83c8,12.009,ANB,0x71ca7e6151bdf0aa4567e8b7697776624e22c3bf,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
AltCoin-WBNB,0x4fa58c3c4939e4a89289b537af2cf8f445acd84c,34.684,AltCoin,0x047fcebe98452aca1900bdae966d61e43625708c,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-MM,0x05dd37d329835325b3e9ab423d26420ff605f0f1,16.861,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,MM,0xbf05279f9bf1ce69bbfed670813b7e431142afa4,18,18792
WBNB-wEGG,0xdf3e446eb16a8a8e277bb2f31dc18c3f13093c0a,15.122,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,wEGG,0xeacc57176c0dbe53e50e7b2ff73b32d354a4ef01,18,18792
GM-WBNB,0x0d160165e8c933be004a5ff9c63f2dce91dd291d,20.463,GM,0x9cce3017ceb870f7be5b26b305a4e7d1dd65c8f5,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
RTEN-WBNB,0xf489c1285ef6c2834b8c201cdcef01b093b40a5c,15.305,RTEN,0x9321bde343949b3d51b3b280152cfd3306616105,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
PERAK-WBNB,0x7f44924e80456b49a5d45770555e00cd3afc1547,11.68,PERAK,0x681832a326831ebd0315c4953864b7985807cbbc,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-LFE,0xccf97fe042412ff2cc59c96babf74a7d3707010f,31.512,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,LFE,0xf112a5a9e2cca6b136f3255f0b7f7c9b718e7f14,12,18792
UNIP-WBNB,0x4eb87c8a69e9415e176deac09f39d58e716721a0,19.728,UNIP,0xa82b721801da5f0ed540fe7e9a5e644cedcc2bff,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
SHIVA-WBNB,0xe23b403ad0aa642f3bf10336c4514991a2698f5d,18.45,SHIVA,0x8f53788e362547e26c25facfb6d7a6fd76fdfd73,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
LXR-WBNB,0xe94d63d9e8a6f016f5a71b6d5c87249b2bd08736,10.809,LXR,0x543c1450c9ba72dce0199fd46f29f0f013f51896,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
XRP-WBNB,0x3140728926fe90a140b0e9778cef0a351bbd2e31,15.602,XRP,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
GRX-WBNB,0xbff5a4f551f00f15e8575dc598d6c680540c440c,18.854,GRX,0x8fba8c1f92210f24fb277b588541ac1952e1aac8,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
UNIC-WBNB,0x6add480a6a9556f9f8d903ff4a45c531170c089a,22.575,UNIC,0xb88626e49a2cc62b115b35d58d70a6cb1299d2f8,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
HIGH-WBNB,0x9b54d521148dae312dbe26b04d8e9b6affdadf69,23.088,HIGH,0x5ae0980b763c318f062ae7c9edc195cd9483fb65,1,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
GIRL-WBNB,0x6b68170dc1c6d460221290d08533c76a5883b0a7,18.157,GIRL,0x111a9ddb39db25edfa778d9019b41f9406087287,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
APPL-WBNB,0x6343ebbf0430877e4f1b51dd9759c46ee25db3ad,13.08,APPL,0x5790b2370609875a6784b7bd0a713e7ca14bb2ff,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ETH-RTEN,0x96b83266715c54900a673641c45ee846ba700fd7,17.158,ETH,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18,18792,RTEN,0x9321bde343949b3d51b3b280152cfd3306616105,8,18792
GREE-WBNB,0x4585371ab37dd37ee2918b9753f9b89d6d90f42a,18.599,GREE,0x9db667fbf51fdd3f9e7447199929449119cfc711,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BLM-WBNB,0xc912805a6fd6e96c06279f1a5d1d36fa2dcdebde,24.745,BLM,0x961342c6d004c91ae0660918e260d1a3427a1ad8,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-GDCN,0x03dd57b107e00ed9eee53b1d1fdd97117ba0b0fa,19.848,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,GDCN,0xc97e04d7812b6f2c048b739b7ef8b28cd0c33650,3,18792
MSTF-BUSD,0x46634eb1b979007dd318dd03d4b4ba445836d46c,9.981,MSTF,0xc7ca632667e6ddf7eae11778ea6a08ca28c8aac6,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
HHG-WBNB,0x2d9a002a149a67b4e94b0333a022b1139242333b,12.259,HHG,0x3a193d219a6243e6594509694ab7764cbb919124,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FBT-WBNB,0x9844f2a60b271696b79749e9fdd04f755c1d9bf1,8.248,FBT,0x6616c0257a860c847a3d89652e19486f1890fe4d,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Cake-BUSD,0x80843d62e4b6952d52405643730e95b69bc4913e,12.122,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
SAFEMOON-WBNB,0xf1115180ca65792103f960959cbb84509d1c91e3,15.621,SAFEMOON,0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
PRC-WBNB,0x86a0555a4187c3f00d894572699aff2262c436b8,7.964,PRC,0x0f48128537ad795b70fe0ff505386ede303db185,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-LLG,0x17b73c02466af1682ccdbe86df56964234a91dfa,9.977,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,LLG,0xe4c293eadbb9d72d68a680f1a66979726992c396,9,18792
OAK-WBNB,0x86ae810fc4e84b62ecf41a7d3c1db53b5cf855eb,11.114,OAK,0x68b5b4f7f9b7730af9e010772eef4e847f8a8c81,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-DAPF,0xcbebd87ae353f41b24069c3df631df76cd866a8d,9.778,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,DAPF,0x9c67ee6d0f3f12969abc92595b06cc1c93a60313,6,18792
BEYONDSY-WBNB,0xc65a7c39b6899f9d658823492db6e4713fee2e4d,9.934,BEYONDSY,0x18587a0d0c433b6e45455ddb1825328cbaa714fd,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
SEAS-WBNB,0x9ca6757e9d44044744a446bda9cf1ef222256f49,14.445,SEAS,0x49b9a2d12845bda30b516247d1b7f552eb4de982,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-FCBT,0x6579f78e8cfffcb2249191695ec918581ced5b3f,12.298,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,FCBT,0xc363ccff25e81433c0775bc4e87c43eadc990052,10,18792
BIT-WBNB,0xac53181ab20b954a94b01b61b13d30bf8c540b37,13.127,BIT,0x5b387a013e43ffb0969ca27c46dcc0a601babb20,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-rkl,0x71ffbe76c7e799a9e7bf8ffcd68e15ea4e175467,7.201,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,rkl,0xeca15e1bbff172d545dd6325f3bae7b737906737,18,18792
BAT-USDT,0x29e40ba34d385757907fe559949126955ffb8326,7.506,BAT,0x101d82428437127bf1608f699cd651e6abf9766e,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
WBNB-BUNNY,0x24f45f6cd1744dbba148c383d2242a2fb1474fe9,9.909,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,BUNNY,0xc9849e6fdb743d08faee3e34dd2d1bc69ea11a51,18,18792
GGR-WBNB,0x24af04e5cfb4eb17fd4349aae6493045cfe5fc06,20.023,GGR,0x5fdb2de10c0d93ce29ceaef18c8171957e712445,3,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-TEX,0xdde6a02fd53e9b3cb5985e4dc2f886e7476900a7,16.347,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,TEX,0xdddb913df72391c262f64b193bd78ef951c5e693,18,18792
ZBIT-WBNB,0xac25e36bf22a785480b8cb584c1d9b29a178bfc1,11.337,ZBIT,0x595e64c7890e74579dbc61cbe3c3836c16688d24,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ALM-WBNB,0x24f8a2d16843134705d5b18d1c964dad9e67ec7f,8.688,ALM,0x7c38870e93a1f959cb6c533eb10bbc3e438aac11,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-GS50,0x6695dc1cbca7934ec15712003ebe84332fd75010,11.263,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,GS50,0xc33e0b83d395fbba0e2e463b10029f8379ad9c7e,18,18792
WIRE-WBNB,0x82babea9adb701cf47d556ffcaaa16e50ce517c2,8.133,WIRE,0x3b3cd14d6d2fc39a68630582c2eb8ec98c21a81e,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
OXTAIL-WBNB,0x37c235c3d6a918cc7d1729eed89f7e3b734f3143,14.999,OXTAIL,0x5dee81ded19a83e7b8da2c431e697ecc52816eb5,12,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BUSD-rkl,0xbe89834476127a1d2461b58d9ff4e5a64f9ae37b,8.578,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672,rkl,0xeca15e1bbff172d545dd6325f3bae7b737906737,18,18792
FNX-BUSD,0x315ad015b59470588102ec9080f022922766b9d5,7.916,FNX,0xdfd9e2a17596cad6295ecffda42d9b6f63f7b5d5,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
uniV-WBNB,0xf5946ba67eb07c8f70e1da132c6aff469b779023,8.534,uniV,0x18a0dc43863186c0878fc29af99c4f3079aa8c98,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
VAI-WBNB,0xbb43b571c71b03a6f5d497c3a2b6f2088c8f9a33,8.177,VAI,0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-MIM,0x8add9d2ec49014a7e2f887edabacfc4f90c76e93,7.216,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,MIM,0xfe19f0b51438fd612f6fd59c1dbb3ea319f433ba,18,18792
PFTR-WBNB,0x4627e823a80467934bc0338b74c4d470792117ef,6.458,PFTR,0x16084bc15a1782a2a36cfb6ddfba52b7755b8908,3,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
