swap_pair,swap_pair_address,liquidity_USD,token_0_symbol,token_0_address,token_0_decimals,token_0_totalSupply,token_1_symbol,token_1_address,token_1_decimals,token_1_totalSupply
FRONT-SLP,0xb29b9387ade82974a1b1f9a193ffbd935a117857,0,FRONT,0x928e55dab735aa8260af3cedada18b5f70c72f1b,18,18792,SLP,0x96337674d5545f357ba353aaa6312d614dcf20cc,18,29672
NOMI-wOMI,0xb272c1a36efeb4c022b4eee25a4d09cfb5dae89f,0,NOMI,0x0031aeb3b473e0c437b6c77c0fc8527a368dcca1,18,18792,wOMI,0x0e15730edc1224406588b6eadee1dd1184ed3378,18,18792
wtb-WBNB,0xb1ea327747fc6bdd6f8ab48a94f218f3cb677e3b,0,wtb,0x5505296c31538f1394350e67e4578d9bc50eaa93,5,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
SUSHI-SLP,0xb12f041488ab44a175607e04578cd789356f287b,23.274,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792,SLP,0x96337674d5545f357ba353aaa6312d614dcf20cc,18,29672
Tokin-WBNB,0xb089175fa3eb999f732cbedb3f911aaf25bdfa1a,0,Tokin,0xaa9ddc73b0853cedec92b4b7b107495d8b06c4ba,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
test-WBNB,0xafe9d191686e7fc4635fd4faa7e498a2a9500ea9,0,test,0x1ab623d1a24b943d69d725cc2032794055b9ca08,5,61560,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-MLGB,0xaed93b75e35bac9e1077fc051334283853398706,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,MLGB,0xf34459608f23732ccba6f4fe30ad214d17987d8e,18,45176
USDC-COC,0xaebfb85bfd0db7fac8822f34bf001458beca55ac,0,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,COC,0xe4ea8c61a6957f7b41507b5ba6868d6d11819b08,18,18792
SafeBankToken-WBNB,0xaebac562ee092bc12f2cfea75f5635df5e59bfa8,0,SafeBankToken,0x52e22d2480bc39f4ab13d4788014aec3195bbcf7,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
TCT-BabyDoge,0xae7decc13290e5513deb5ab5f83f563661b055a6,0,TCT,0xb036f689bd98b4bd3bd648fa09a23e54d839a859,18,18792,BabyDoge,0xc748673057861a797275cd8a068abb95a902e8de,9,29672
BTCB-MASH,0xad501b578f9753197841a205b472d2d8557c41a8,0,BTCB,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,18,18792,MASH,0x787732f27d18495494cea3792ed7946bbcff8db2,18,18792
DAI-BAT,0xace1c903a2eb0221b3cb955fcb745c2434c6637f,0,DAI,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,18,29672,BAT,0x32d145a365acb9ff7eaa8175283b75953575984b,18,18792
USDC-MCL,0xacdd7eff00c23a65e1bad150c4b4c8c2991b3218,5.42,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,MCL,0xfe4eb925914bf72f6fc19b98b359e246ac3df132,6,18792
Cake-401k,0xac9a5e6437a09933ab8fc6976a10e6dfce3dfe57,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,401k,0xf842fb22c4aa7d4c0054844ba63e669704c434d2,18,18792
BMARS-SUSHI,0xac2b61bf614389df0c2d5b48ea90882538b6a8ab,0.006,BMARS,0x46880afc2e6fa41bbbe9787c082f7c23f795465e,18,18792,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792
DOT-UNI,0xac24a8e580b2adf1efe288b7696811c733e4e028,0,DOT,0x7083609fce4d1d8dc0c979aab8c869ea2c873402,18,18792,UNI,0xbf5140a22578168fd562dccf235e5d43a02ce9b1,18,18792
USDC-TRTO,0xa9ae29441ba8f3941e384c805d0e3916e66a206b,0,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,TRTO,0xfcf93a7ce9b1f5b80e7b1e630752d7045a2be985,18,18792
BabyMUSK-APEDOGE,0xa9ad9782eae9f3fc4889beb9c16f1d080015814a,0,BabyMUSK,0x0b1ff525e092a98210ed150f8b08313f646847d6,9,18792,APEDOGE,0x339bf184ed8397b61aa313890f4c888d2fffb2f6,18,18792
WBNB-MuskOX,0xa90f5bac3867334140bdd8c483dad9d9e3eebd81,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,MuskOX,0xe30711b433dbb676490b1f49fc2b9eb20a7b203f,9,45176
BTKN-USDC,0xa809e0dc4e5bbd905fb3ab4d31abd298c9341d27,0,BTKN,0x5d4601ca99dcde1980ab962f7ffc3feacd1b8519,18,18792,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792
FNX-WBNB,0xa7bd7415f374e39418322fdb32d55a8f854b80ce,0,FNX,0x6bb751a8cabe31a60b56ba6bc162c33cfc3917af,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
COOL-PACE,0xa6d9da84e9747232c80e80b71282ff5679e5b8db,0,COOL,0x40ed730677a17543aad8b4850700a2ad62f3063d,18,18792,PACE,0xeab9a07ebef85283c5fe7759e9fc8d09f40d2325,18,18792
BTCB-MISO,0xa552e9f9de1b237eb7499499ff21bdbb6f36c25e,0,BTCB,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,18,18792,MISO,0xe87e500ab4939e08ae9c9cd2f2815d7fe877df25,18,18792
WBNB-DOGSHIT,0xa4744117180007513ac4c930a7a8b1762d42fa40,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,DOGSHIT,0xfe2e25952e6c8f5c6847e1249a5ff368235f6db5,15,18792
DNC-XA9,0xa46c874bc9a84ad1cb296b28296683deccb197b0,0,DNC,0x0272e5c7d1da768ea40617657d54a4cd7913e7ea,18,18792,XA9,0xe9914872699be897a71477a14049d503a24a1429,18,18792
SUSHI-MATIC,0xa4438dee795f1a0100c943d021dcff063983562b,0.015,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792,MATIC,0xcc42724c6683b7e57334c4e856f4c9965ed682bd,18,18792
USDC-MHAM,0xa41784e0d9548edbb9b97662484275a439c3eb5a,0.41,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,MHAM,0xade6dd2f7d3b45e726f74bb50b65bef86b2f5b17,18,18792
WBNB-KINGSMAN,0xa3e895194e97ecb38e83f04b93b794729f333272,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,KINGSMAN,0xe8811502fd4a0993f78d0fb5a8b957f8b257e95a,18,18792
LRCT-LCR,0xa3e789c6afbbffd913c1106ba5b3f62b7068d125,0,LRCT,0xd52af16ff5e88c3c7826678181894df5fab60275,1,18792,LCR,0xf69b3377b59928aaabbc4375591099a6c3a5a3b4,18,29672
KTE-FEAR,0xa39e96e3ebcacf8257bc907385b068ee8d21e0c3,0,KTE,0x94a13f1ee31e2230f94c3acdcaceebc5f251ecd3,18,18792,FEAR,0x9ba6a67a6f3b21705a46b380a1b97373a33da311,18,18792
PANTHER-BUSD,0xa36c84e2f1205065c2e62bf0894b6c5359455b4d,0,PANTHER,0x1f546ad641b56b86fd9dceac473d1c7a357276b7,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
SAFEMOON-Shiboki,0xa230286f36d26310fe7a49ba857faa504fb108ef,0,SAFEMOON,0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3,9,18792,Shiboki,0xe45575869bfbd425d69e56a1715755d20bc69dfe,18,18792
ODOL-PANDA,0xa07fa49b138f09707ef71ad71d52362c6d22fa3c,0,ODOL,0x33152e6c12707e463e8a4b802dfae244bc1c0bcc,18,18792,PANDA,0x8578eb576e126f67913a8bc0622e0a22eba0989a,9,18792
DAI-DIVM,0xa074d753c47eab68c4b94467f655ca3468ea5817,0,DAI,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,18,29672,DIVM,0x6cb0c6e4c62d4f65a5d479b8b5da83d9ca7e85bb,18,18792
DAI-VUSD,0xa02e9a7f34769c2ed46c7f682b293c8698a332ba,0,DAI,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,18,29672,VUSD,0xa80d76abb3087f730ce14aaf54b211611bac0be8,18,18792
STKHB-WBNB,0x9fa34316875a77603e70ed16a07fde655c628b40,0,STKHB,0x0b33d30bbe2a7e8245de9ff344c1b3a3879fe055,0,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
SCKO-XA9,0x9f841225aecfe75b3c549be7f231c5d4b6c8ccd7,0,SCKO,0x4cd496f06633dd3b749bc0ef898849700e046212,18,18792,XA9,0xe9914872699be897a71477a14049d503a24a1429,18,18792
Cake-MOCOIN,0x9f1cf17072a6f723e8d279bee83d114665545d4a,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,MOCOIN,0xf390f0e7915363bf755ed24cb23491a591fd2ca6,9,18792
Cake-MCL,0x9dbe47df6ef7f5448e60a4ba8269735784b17941,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,MCL,0xe56ca5b74771f7152bdd7cfca9434e63b4698a25,18,18792
Wednesday Multi-BUSD,0x9d43b8d83fbbeb59b309a47ab5e531cd7edad4db,0,Wednesday Multi,0x16de4773f770df0877acfe819e07738595b5c681,18,18792,BUSD,0x4a9a3236b73f6ac4f160a443265c81161b0a5ac3,18,29672
XRP-401k,0x9c8c8f1c923b8953b865b1d91654a396da392317,0,XRP,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,18,18792,401k,0xf842fb22c4aa7d4c0054844ba63e669704c434d2,18,18792
ATLAS-KTE,0x9b6911ac8233620a9ea7f2622b2c4768036d1df4,0,ATLAS,0x83850d97018f665eb746fbb8f18351e977d1b0d6,8,18792,KTE,0x94a13f1ee31e2230f94c3acdcaceebc5f251ecd3,18,18792
ADA-SUSHI,0x9b589ae85d6110e8d1d77f473af6e48ff060acc7,2.119,ADA,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,18,18792,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792
SPACE-WBNB,0x9a7cbdd3bb3e4876516f6ae5778e86c5d8afbb59,0,SPACE,0xb8da627e1fc10ea5da21da457fd86677e4e09e07,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-ST-2,0x99a4e09a0ac93e8ef7e058a622c04f80ba15067c,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,ST-2,0xcae69a4ef09257230233dbd0154a33ba46a26ad1,18,18792
DEX-AD2,0x98d7ccd0a5dc2469fdb9039bf5e9a510b1122c15,0,DEX,0x45e55e756496c046074af00709e17183c220c438,18,18792,AD2,0xc4acd115f1ceebd4a88273423d6cf77c4a1c7559,8,18792
DAI-SUSHI,0x98d0e2fd0734725673c3ad7f14fe78f5145c87d3,0.038,DAI,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,18,29672,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792
Cake-USDC,0x988a851e51a36f876e440395eb465218deb4f805,37.896,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792
Bejs3-WBNB,0x9885276458d00d84979e5dcca567e1e09584ceac,0,Bejs3,0x3663bdc7cef7ddae291777e81e17c935e11143a0,18,45176,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
DNC-YFI,0x985b39dcb5a4a3221d0eb1e9cb9d713bdda32092,0,DNC,0x0272e5c7d1da768ea40617657d54a4cd7913e7ea,18,18792,YFI,0x88f1a5ae2a3bf98aeaf342d26b30a79438c9142e,18,18792
KUN-BUSD,0x97599947bd3d2a9b479e0e58bc8ac29b25288106,0,KUN,0x1a2fb0af670d0234c2857fad35b789f8cb725584,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
USDC-VUSD,0x974fa07cdc340ae6221e832300fa2191ff48d1f4,1,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,VUSD,0xa80d76abb3087f730ce14aaf54b211611bac0be8,18,18792
hTPT-Helmet,0x9714e1fbe0d7f8be3dbc628f4abe600cbe68cced,0,hTPT,0x412b6d4c3ca1f0a9322053490e49bafb0d57dd7c,4,18792,Helmet,0x948d2a81086a075b3130bac19e4c6dee1d2e3fe8,18,29672
DLP-Angy,0x96739766d0b892db5f5f87bf7dd656bc3db53d02,0,DLP,0x70a38ecbae4a2f9c5351c283bf5e22597ee5a1ca,4,18792,Angy,0xce74ebc5d95bb307c85676b6a8c6ad2a6c81805a,4,29672
Elvira-SUSHI,0x954a30272ed3084779dfc3fdc16c09441183595f,3.254,Elvira,0x62c534cb49aa71a60a263238ee20ee086d6ee32e,12,18792,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792
ICE-REEF,0x95304d219fef3dd7a0aab73c852d485277e0c7f1,0.001,ICE,0xf16e81dce15b08f326220742020379b855b87df9,18,18792,REEF,0xf21768ccbc73ea5b6fd3c687208a7c2def2d966e,18,18792
BAT-USDC,0x94c31dd2f6b6b3cd501fbc6be20526dedff85d22,0.228,BAT,0x32d145a365acb9ff7eaa8175283b75953575984b,18,18792,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792
SUSHI-rich,0x94afdba794a0eb0223f4f211851fc4286bd2464c,0,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792,rich,0xecbb6c733c42f40717f7cdacfe1e14b4a1c94354,18,18792
CZR-XLT,0x94388d62c64e1cd90cf1235d4ca0d62a6325e6af,0,CZR,0xba948199a068d4e8816f69c5266943b5134dc785,18,18792,XLT,0xd4425b1dbd4cdaaa8046b49a7aee32aaa88e69fc,18,18792
STR-QAA,0x94336dae271e08feff9bade7df246691605ef8a3,0,STR,0x30dcf96a8a0c742aa1f534fac79e99d320c97901,13,18792,QAA,0x5959e5baa4dc2b78a4aad0e6a3b61f0141191004,13,18792
ODT-USDC,0x940046bc48588856792efc93938f44b13f49a96e,318.878,ODT,0x5d93211c6c3ebd63b4b2e12a8c06ab7627347a26,8,18792,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792
fUSDT-ICE,0x93698ad941359a3c771e15cfce345abe0191e035,7.347,fUSDT,0x049d68029688eabf473097a2fc38ef61633a3c7a,6,18792,ICE,0xf16e81dce15b08f326220742020379b855b87df9,18,18792
test-WBNB,0x934cc209def221b7c9c3b063fd05a82cbe31c56f,0,test,0x60f5b70a47c85e4fb497cedc8ea7b6638ead9137,5,61560,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
EOS-DOT,0x930c002a857aab360664f250cfacea2ecd5785b7,0,EOS,0x56b6fb708fc5732dec1afc8d8556423a2edccbd6,18,18792,DOT,0x7083609fce4d1d8dc0c979aab8c869ea2c873402,18,18792
PQRD-ETH,0x92cb6e4ac5b32768ffd84800693cea6a652c2bd7,0,PQRD,0x1289cb39bc236a1a9f28243ef8079e230bd6ce3d,9,18792,ETH,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18,18792
OilDoge-WBNB,0x91bbc0dee5fa93f57b93f582e607b9ccf41c90ef,0,OilDoge,0x60cdc7bb2a2ee94c23cf28a8f9cc5ec7d525f24a,9,45176,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
MNDAO-SAFEBTC,0x903e63e35991d0fcd1790098204f748c917d5cbd,0,MNDAO,0x069b2619eb24367a46fda638bd1b88aa4dad7879,9,18792,SAFEBTC,0x380624a4a7e69db1ca07deecf764025fc224d056,9,29672
BMON-BMON-Z1,0x8e8052aa95d67dcfe98b82b771a0316bac787f11,0,BMON,0x08ba0619b1e7a582e0bce5bbe9843322c954c340,18,18792,BMON-Z1,0x80e15fe54e9d155f8366187a6a32bdef9c2366c4,18,18792
ADA-FLEPA,0x8d3fd5f6818777a1e8d7820677ab92c94f637719,0,ADA,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,18,18792,FLEPA,0xa2a0bfdddb395d28e6ecc398d15cbe4ae5797e45,18,18792
SUSHI-BTCB,0x8cd49208687b9601fe38a2d07b146cbb7ef0459e,0,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792,BTCB,0x9938d01555dda343605e32dfa490471e9d1f0a65,18,18792
PQRD-WBNB,0x8c9a5a13a4e3a2ecff9d46b3213b8c35332b1fec,0,PQRD,0x1289cb39bc236a1a9f28243ef8079e230bd6ce3d,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ACNE-CTK,0x8b5d973eb64d6820d33ed7e839e966547b68592b,0,ACNE,0x071ae2395fcb81263e812125af47d5303a7d2d5e,18,18792,CTK,0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929,6,18792
VIAGRA-WBNB,0x8ad225b782e55b76b0d6f076f6da0c11d66965ab,0,VIAGRA,0x8ba8155ab322fada20df7e08c440048bdfc4ece4,0,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Cake-ALPHA,0x89c237bb72bde0392c653a7bcb751b249f26a0ee,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,ALPHA,0xa1faa113cbe53436df28ff0aee54275c13b40975,18,18792
KTE-SEFI,0x89bc318d95a68d3ad55da01f8ecae024f22f540e,0,KTE,0x94a13f1ee31e2230f94c3acdcaceebc5f251ecd3,18,18792,SEFI,0xcd95350c69f229e72e57a44e8c05c436e65e4beb,6,29672
WBNB-HGET,0x897a4a810d6546e434f3debcdecb7e951a1cc9d0,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,HGET,0xc7d8d35eba58a0935ff2d5a33df105dd9f071731,6,18792
AiC-RSMG,0x895c79d5d4e921db0eab990b754f094ac11246c7,0,AiC,0x03c75d4f61c488d96a6db9e5835409bfd64b1069,4,18792,RSMG,0x5a71d15e56e37b085b48af9936fccfe512eb2128,18,18792
SLP-💥🐒,0x895015b9c85d7fca7bba5578c6615909238b0d02,0,SLP,0x929ebe394936e34d789b8dbb32129661c0f52858,18,18792,💥🐒,0x95fbaac0036680e89718f6ede0b919857808512e,18,18792
UNI-LINK,0x888ccf59091e227b611365ca66ded1742cd89d82,0,UNI,0xbf5140a22578168fd562dccf235e5d43a02ce9b1,18,18792,LINK,0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd,18,18792
TRTO-MIM,0x88012cf0d1708f87e429796df6475dc106076129,0,TRTO,0xfcf93a7ce9b1f5b80e7b1e630752d7045a2be985,18,18792,MIM,0xfe19f0b51438fd612f6fd59c1dbb3ea319f433ba,18,18792
WRC-TME,0x87e104b66d6b5ff543f3f4add60e72b6dbc49d8b,0,WRC,0x7d0f75be5420f7bef31ffdcfac53aa391de5e400,18,18792,TME,0xa2e81f46b4f75d03c818e0965b50cdc195953830,18,29672
FTM-GTTR,0x871a4761d41ebe5b568e5ce37d61df59f4e4fc69,0,FTM,0xad29abb318791d579433d831ed122afeaf29dcfe,18,18792,GTTR,0xf3af5cba2b4d619dabe3919194cba9fa16ad73c8,18,29672
MOKU-WBNB,0x85ac222a5798dbb23e5018479f154fd5bb60e866,0,MOKU,0x27f7330f4b85b3335e35e8b8825aab21a22813af,18,61560,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FOREST-WBNB,0x859b0460b0a9a8e8ce57f04b38f972f7ae2fca48,0,FOREST,0x936a0ef8fc3e18929bf46746a3bc1b124998f08c,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
UST-UST,0x852421d0297ea820467abcc5fae48ccab2301d10,0,UST,0x23396cf899ca06c4472205fc903bdb4de249d6fc,18,18792,UST,0x3d4350cd54aef9f9b2c29435e0fa809957b3f30a,6,18792
TESTI-BDC,0x84ee6dfed9a42035082f985b7c2d163dbb458817,0,TESTI,0x2a55c1d9cb49ee4c9fe24e3a0b1a5ecd879c9d6d,18,18792,BDC,0xeaa7b2d243d221af01d0d7979363e2e4d40b0d10,18,29672
DEX-USDC,0x83167e88f0d771b27d847b6a437860a949317687,0.1,DEX,0x45e55e756496c046074af00709e17183c220c438,18,18792,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792
Cake-AIOZ,0x830b87b57b040c60e7d2a1b545a92dca26428352,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,AIOZ,0x33d08d8c7a168333a85285a68c0042b39fc3741d,18,18792
RAD-XA9,0x825b4bf431991d12716ab226415dbbaffbdd4f73,0,RAD,0xc17553fafd6f0944e4008f39cdf01a4b33652a52,18,18792,XA9,0xe9914872699be897a71477a14049d503a24a1429,18,18792
PONZI-WBNB,0x81ab3b5cf5cace1dad2a0302dc6276bee668040f,0,PONZI,0x73efadf9d033a43b6c42987699e3724ce8cefb2a,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ICE-TRTO,0x7fcb72d917cdb69f90cf54f03884effe4394a420,0.115,ICE,0xf16e81dce15b08f326220742020379b855b87df9,18,18792,TRTO,0xfcf93a7ce9b1f5b80e7b1e630752d7045a2be985,18,18792
BNBD-BRAIN,0x7f74c3a4ba6f54db39294de0855f7389877b51c3,0,BNBD,0x3c730718c97a77562866b5d29b33228c019eac68,9,18792,BRAIN,0x9191191aecdfdd0ddf8f5724e1c6de38c3cbaff9,9,18792
ADAO-AXS,0x7ee577dc037ba29969b76ac072af3afb2659dc58,0,ADAO,0xa0ad976e66518c8fd92021c027c531cd12ca2df6,18,18792,AXS,0xe95d38c48a1fa5f9f78d7205c0f79fa770e62de0,18,18792
Cake-ADA,0x7d6c6eb10609ea66896ab9a3bd4aed53e794d827,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,ADA,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,18,18792
BCH-Lsp 20,0x7d01dba9d05668cb9078c29e97191c03fc3154ae,0,BCH,0x8ff795a6f4d97e7887c79bea79aba5cc76444adf,18,18792,Lsp 20,0xe62a9bc6ede534e18dd2793dcaf5a2b6df112180,18,18792
Cake-SHARIA,0x7c9bcacfc0520952da72e2736bc821c86ae572e6,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,SHARIA,0x740d35b8f39333d91274672d18637f4228aef2c4,8,18792
xMARK-USDC,0x7bef28338fe830978b419f85c08e0b2d8857f029,0,xMARK,0x26a5dfab467d4f58fb266648cae769503cec9580,9,18792,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792
USDC-XA9,0x7b47601ee9144a29d30a35e56a03dc87ba3bfb3f,0,USDC,0xb04906e95ab5d797ada81508115611fee694c2b3,6,18792,XA9,0xe9914872699be897a71477a14049d503a24a1429,18,18792
WBNB-MONEY,0x7b37368a764938c668a018ac6137e2661c0285bc,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,MONEY,0xca2d6642ead7589788329df0eab5a0604a52f979,18,18792
BTT-TRiO,0x7b2b4f2d86b6169f2cf011ab488b1ef2e1f7c9d1,0,BTT,0x352cb5e19b12fc216548a2677bd0fce83bae434b,18,18792,TRiO,0xd39eefc6e0277c7ba99bb2a1c3a2a7c9f90dccc8,18,29672
kmWBNB/USDT-LINK-kmBUSD/WBNB-LINK,0x7a65c62626f64bd2b4c057ff9afe04145015b06f,0,kmWBNB/USDT-LINK,0x754b7e699f6a8c2be209385bcfd2dd7ac3574fd7,18,18792,kmBUSD/WBNB-LINK,0xea3d9d00de6c14bf8507f46c46c29292bbfa8d25,18,29672
ORK-TAU,0x798b4bacd6312953c03ee311c08620b0944849f9,0,ORK,0xced0ce92f4bdc3c2201e255faf12f05cf8206da8,18,18792,TAU,0xdfa3b0019ecf48c753b58908b5a21d11641ba56f,18,29672
GALAXY-WBNB,0x79774b0c28e2bb4ed65cba95ce66e21159b3c781,0,GALAXY,0x7243d22367b8a6872dbff6511a0c09bf8c4c0e19,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
EarnX-BURGER,0x790f153b0b3cc7a21bbb6a9559b563f101224b92,0,EarnX,0x9c28e48ea9170d9a9cb76d338655b8bd4124bc7a,9,18792,BURGER,0xae9269f27437f0fcbc232d39ec814844a51d6b8f,18,29672
BTCCB-DAI,0x790c293b28ee5022fbde0fb8fe9922a4fbce5f34,0,BTCCB,0x0670f6b6a5b256d83d4262075844420d50f0391e,18,18792,DAI,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,18,29672
KTE-BP,0x7792c5b177f9cb9188da615c76e188c3be29d6f0,0,KTE,0x94a13f1ee31e2230f94c3acdcaceebc5f251ecd3,18,18792,BP,0xacb8f52dc63bb752a51186d1c55868adbffee9c1,18,18792
BTCCB-BTCB,0x7785e60a411ea3cbbd65411fe8360108c431e1f1,0,BTCCB,0x0670f6b6a5b256d83d4262075844420d50f0391e,18,18792,BTCB,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,18,18792
SXP-ANKR,0x77483644a7721f7486a8db7fa0b92266b4e24757,0,SXP,0x47bead2563dcbf3bf2c9407fea4dc236faba485a,18,18792,ANKR,0xf307910a4c7bbc79691fd374889b36d8531b08e3,18,18792
IMOON-WBNB,0x76048842f17981c77e8de738dbe8c30490153849,0,IMOON,0x2ca68467bde33ab3a0607bf8b4a3b476e216f58b,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BTCBR-WBTCBR,0x736f5a65d1e0be6e65f4c4af3486ad8443e4d63b,0,BTCBR,0x0cf8e180350253271f4b917ccfb0accc4862f262,18,18792,WBTCBR,0x2919b42e28ba205b56712425d09d98d3bdeb7b1a,18,18792
USDC-CAN,0x72a72d7b1515b2818577ad2b77def89437b210a0,0.006,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,CAN,0xde9a73272bc2f28189ce3c243e36fafda2485212,18,18792
WW2-WBNB,0x72051fdf72c33574929569308fb6993216a90838,0,WW2,0x4f51ff6b0aa869883398b63944c4f95bc59043bc,6,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
NOMI-USDC,0x71f33eb3862c211f2bbd08dea66a7eae61345c4e,0.443,NOMI,0x0031aeb3b473e0c437b6c77c0fc8527a368dcca1,18,18792,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792
SUSHI-BSL,0x711ddc8ea035c8851e02859fb1f6b572f7abb38d,4.988,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792,BSL,0xb60501346240fcde1615de56ea9fff1ac1da5673,18,18792
DAI-SALAM,0x7067e128aac5f53a2d1603970035373877be92d0,0,DAI,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,18,29672,SALAM,0x2f2279632928e48db02ff7ebc9f0336c44d19507,18,18792
